"agency","city","cfo_file","gazette_date","seizure_date","location","offence","police_file","seized_goods","year","version"
"Kelowna RCMP","Kelowna","R-07784","April 23, 2020","2020-2-27","700 Block of Cadder Avenue, Kelowna, Kelowna, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08698","2850 CAD","2020",2
"Port Hardy RCMP","Port Hardy","R-07785","April 23, 2020","2020-3-13","8000 block of Granville Street, Port Hardy, Port Hardy, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08699","20305 CAD","2020",2
"Surrey RCMP","Surrey","R-07788","April 23, 2020","2019-11-25","an alleyway near Hurdle Crescent and 129A Street, Surrey, Surrey, British Columbia","320.13(1) (Dangerous driving) Criminal Code of Canada.","AC-08702","2007 Lincoln Navigator (unregistered)","2019",2
"Victoria Police Department","Saanich","R-07752","April 16, 2020","2020-2-21","800 block of Broadway Street, Saanich, Saanich, British Columbia","320.17 (Flight from peace officer) Criminal Code of Canada.","AC-08662","2004 Dodge Durango Limited (BCLPKA881J)","2020",2
"West Vancouver Police Department (WVPD)","West Vancouver","R-07770","April 16, 2020","2020-1-28","2,000 block of Park Royal Avenue, West Vancouver, West Vancouver, British Columbia","320.17 (Flight from peace officer) and","AC-08682","2012 Mercedes CLS550 (unlicensed)","2020",2
"Abbotsford Police Department","Abbotsford","R-06295","April 9, 2020","2018-8-3","2300 block of Hillside Drive, Abbotsford, Abbotsford, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08678","1063 CAD","2018",2
"Coquitlam RCMP","Coquitlam","R-07158","April 9, 2020","2019-4-26","1,200 block of Pinetree Way, Coquitlam, Coquitlam, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08664","448.60 CAD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","40 CAD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","50 CAD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Three cell phones","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","17960 CAD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Money counter","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","27985 CAD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Coin counter","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Apple Macbook Air","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Three cell phones","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Louis Vuitton sunglasses","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","41 USD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Louis Vuitton portfolio","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","180.05 CAD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","white iPhone","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","390 CAD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Sentry safe and key","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","20 CAD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Five cell phones","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","210 CAD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","2315 CAD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Money counter","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","black Armani shoulder bag","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","40 CAD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Torn 45 CAD","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Assorted gift cards","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","Book safe with key","2019",2
"Burnaby RCMP","Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue","R-07268","April 9, 2020","2019-5-30","Quadling Ave and Nelson St, Coquitlam; 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, Burnaby; Peace Officer(s) of the Burnaby RCMP seized, on the date indicated, the subject property, described as:, Coquitlam; the 5800 block of Barker Avenue and the 4400 block of Skyline Avenue, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08663","212.40 CAD","2019",2
"Campbell River RCMP","Campbell River","R-07722","April 9, 2020","2019-12-5","400 block of South Dogwood Street, Campbell River, Campbell River, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08637","2005 Volkswagen Touareg (BCLPJT746R)","2019",2
"RCMP CFSEU","Langley","R-07728","April 9, 2020","2019-10-5","240th Street near 0 Avenue, Langley, Langley, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08642","5700 CAD","2019",2
"Richmond RCMP","Richmond","R-07751","April 9, 2020","2019-11-4","5500 block Hollybridge Way, Richmond, Richmond, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08661","15000 CAD","2019",2
"Victoria Police Department","Victoria","R-07759","April 9, 2020","2020-3-15","Finlayson Avenue at Douglas Street, Victoria, Victoria, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08668","2006 BMW 330i (BCLPJL397J)","2020",2
"Vancouver Police Department","Surrey","R-07760","April 9, 2020","2020-2-15","6000 block of 127A Street, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08669","31255 CAD","2020",2
"Vancouver Police Department","Surrey","R-07760","April 9, 2020","2020-2-15","6000 block of 127A Street, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08669","119 USD","2020",2
"Langley RCMP","Langley","R-07490","April 2, 2020","2019-6-28","Logan Avenue and 200th Street, Langley, Langley, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08398","910 CAD","2019",2
"Langley RCMP","Langley","R-07490","April 2, 2020","2019-6-28","Logan Avenue and 200th Street, Langley, Langley, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08398","ZTE cell phone","2019",2
"Langley RCMP","Langley","R-07705","April 2, 2020","2019-8-2","204 Street and Fraser Highway, Langley, Langley, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08622","886 CAD","2019",2
"Langley RCMP","Langley","R-07705","April 2, 2020","2019-8-2","204 Street and Fraser Highway, Langley, Langley, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08622","Three cell phones","2019",2
"Greater Vancouver Transit Police","Surrey","R-07727","April 2, 2020","2019-7-26","10500 block of King George Boulevard, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08641","33.35 CAD","2019",2
"Greater Vancouver Transit Police","Surrey","R-07727","April 2, 2020","2019-7-26","10500 block of King George Boulevard, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08641","2940 CAD","2019",2
"Greater Vancouver Transit Police","Surrey","R-07727","April 2, 2020","2019-7-26","10500 block of King George Boulevard, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08641","115 CAD","2019",2
"Surrey RCMP","Surrey","R-07735","April 2, 2020","2020-1-18","98B Avenue and 156 Street, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08649","2012 Ford Focus SE (BCLPJC748X)","2020",2
"Surrey RCMP","Surrey","R-07735","April 2, 2020","2020-1-18","98B Avenue and 156 Street, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08649","780 CAD","2020",2
"Agassiz RCMP","Agassiz","R-07736","April 2, 2020","2020-2-20","600 block of Hotsprings Road, Agassiz, Agassiz, British Columbia","348 (Breaking and entering with intent) Criminal Code of Canada. [ap2]","AC-08650","2011 Ford Focus SE (BCLPKD072X)","2020",2
"Abbotsford Police Department","Abbotsford","R-05767","March 26, 2020","2018-8-1","3100 block of Gladwin Road, Abbotsford, Abbotsford, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08556","2134.75 CAD","2018",2
"Abbotsford Police Department","Abbotsford","R-05767","March 26, 2020","2018-8-1","3100 block of Gladwin Road, Abbotsford, Abbotsford, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08556","4980 CAD","2018",2
"Surrey RCMP","Langley","R-07709","March 26, 2020","2020-1-28","23300 block of 16 Avenue, Langley, Langley, British Columbia","356(1) (Theft of mail) Criminal Code of Canada, section 403(1)(a) (Identity Fraud) Criminal Code of Canada, and section 320.17 (Flight from peace officer) Criminal Code of Canada.","AC-08624","2004 Dodge Ram 1500 (BCLPNS7033)","2020",2
"Surrey RCMP","Langley","R-07709","March 26, 2020","2020-1-28","23300 block of 16 Avenue, Langley, Langley, British Columbia","356(1) (Theft of mail) Criminal Code of Canada, section 403(1)(a) (Identity Fraud) Criminal Code of Canada, and section 320.17 (Flight from peace officer) Criminal Code of Canada.","AC-08624","2005 Chrysler 300 Touring (BCLPJV263V)","2020",2
"Surrey RCMP","Langley","R-07709","March 26, 2020","2020-1-28","23300 block of 16 Avenue, Langley, Langley, British Columbia","356(1) (Theft of mail) Criminal Code of Canada, section 403(1)(a) (Identity Fraud) Criminal Code of Canada, and section 320.17 (Flight from peace officer) Criminal Code of Canada.","AC-08624","2001 BMW X5 (BCLPFV722E)","2020",2
"Vancouver Police Department","Richmond","R-07710","March 26, 2020","2020-2-3","8000 block of Westminster Highway, Richmond, Richmond, British Columbia","348 (Breaking and entering with intent) Criminal Code of Canada.","AC-08626","2014 Cadillac ATS (BCLPJN553L)","2020",2
"RCMP CFSEU","Coquitlam","R-07712","March 26, 2020","2019-8-31","Glen Drive and Johnson Street, Coquitlam, Coquitlam, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08628","795 CAD","2019",2
"Surrey RCMP","Surrey","R-07717","March 26, 2020","2019-11-20","13800 block of 96 Avenue, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08632","1520 CAD","2019",2
"Delta Police Department","Surrey","R-07718","March 26, 2020","2016-9-25","11600 block of 98A Avenue, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08633","1370 CAD","2016",2
"Delta Police Department","Surrey","R-07718","March 26, 2020","2016-9-25","11600 block of 98A Avenue, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08633","30 USD","2016",2
"Surrey RCMP","Surrey","R-07721","March 26, 2020","2019-11-3","13400 block of Crescent Road, Surrey, Surrey, British Columbia","9(2) (Distribution) Cannabis Act of Canada.","AC-08635","41950 CAD","2019",2
"Richmond RCMP","Richmond","R-07723","March 26, 2020","2020-1-21","Blundell Road and Heather Street, Richmond, Richmond, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08636","2003 Pontiac Grand Am (BCLPKC103B)","2020",2
"Richmond RCMP","Richmond","R-07723","March 26, 2020","2020-1-21","Blundell Road and Heather Street, Richmond, Richmond, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08636","45 CAD","2020",2
"Coquitlam RCMP","Coquitlam","R-07725","March 26, 2020","2019-6-3","600 block of Poirier Street, Coquitlam, Coquitlam, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08639","2258.75 CAD","2019",2
"Coquitlam RCMP","Coquitlam","R-07725","March 26, 2020","2019-6-3","600 block of Poirier Street, Coquitlam, Coquitlam, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08639","Cell phone","2019",2
"Southeast District Traffic Services","B.C.","R-07726","March 26, 2020","2019-12-13","Highway 1 near Cherry Creek, B.C., British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08640","3000 CAD","2019",2
"Southeast District Traffic Services","B.C.","R-07726","March 26, 2020","2019-12-13","Highway 1 near Cherry Creek, B.C., British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08640","Cell phone","2019",2
"RCMP E-Division Island District General Investigation Section","Ucluelet","R-07732","March 26, 2020","2019-9-21","400 block of Orca Crescent, Ucluelet, Ucluelet, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08646","2008 Cadillac Escalade (BCLPGC514X)","2019",2
"Surrey RCMP","Surrey","R-07733","March 26, 2020","2015-11-27","6600 block of 120 Street, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08647","28520 CAD","2015",2
"Surrey RCMP","Surrey","R-07733","March 26, 2020","2015-11-27","6600 block of 120 Street, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08647","70 USD","2015",2
"Vancouver Police Department","Vancouver","R-07739","March 26, 2020","2020-1-23","Knight Street and E 47 Avenue, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada. [mh26]","AC-08653","42360 CAD","2020",2
"Vancouver Police Department","Vancouver","R-07739","March 26, 2020","2020-1-23","Knight Street and E 47 Avenue, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada. [mh26]","AC-08653","2290 CAD","2020",2
"Vancouver Police Department","Vancouver","R-07739","March 26, 2020","2020-1-23","Knight Street and E 47 Avenue, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada. [mh26]","AC-08653","4254.75 CAD","2020",2
"Vancouver Police Department","Vancouver","R-07739","March 26, 2020","2020-1-23","Knight Street and E 47 Avenue, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada. [mh26]","AC-08653","4650 CAD","2020",2
"Richmond RCMP","Richmond","R-07533","March 19, 2020","2019-3-20","Seabay Road and Seabrook Crescent, Richmond, Richmond, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08625","2171.55 CAD","2019",2
"Richmond RCMP","Richmond","R-07533","March 19, 2020","2019-3-20","Seabay Road and Seabrook Crescent, Richmond, Richmond, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08625","Five cell phones","2019",2
"RCMP CFSEU","Coquitlam","R-07578","March 19, 2020","2019-6-19","Shaughnessy Street and Pitt River Road, Coquitlam, Coquitlam, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08486","365 CAD","2019",2
